X1,Colleague,Second Colleague,Source,Year,Authors,Title,Transplant Interaction,Multiple Levels of EcoReality?,Donor Taxon,Donor Taxon Details,Cultured?,Recipient Taxon,Recipient Taxon Details,Eco-Reality Taxon Match,Number of Treatment Groups,Number of Individuals per Group,DNA Extraction Method,Sequencing Approach,Eco-Reality of Donor Microbiome (1-3),Justification/Description for Donor Microbiome,Eco-Reality of Donor Environment (1-5),Justification/Description for Donor Environment,Eco-Reality of Donor Physiology (1-2),Justification/Description for Donor Physiology,Eco-Reality of Recipient Microbiome (1-5),Justification/Description for Recipient Microbiome,Eco-Reality of Recipient Environment (1-5),Justification/Description for Recipient Environment,Eco-Reality of Recipient Physiology (1-2),Justification/Description for Recipient Physiology,Eco-Reality of Transplant Method (1-2),Justification/Description for Transplant Method,Eco-Reality of Housing Method (1-2),Justification/Description for Housing Method,Microbial Response,Microbial Category,Physiological Response,Phys Category,Data Plots,Experiment Synopsis,Second Colleague Differences,X43
Upadhyay2012,Chris,Mason,Prelim.,2012,"Upadhyay, et al.",Lymphotoxin Regulates Commensal Responses to Enable Diet-Induced Obesity,1,Y,mouse,mouse,No,mouse,mouse,Match,3,5 to 12,QIAamp DNA Stool Mini Kit,"16S rDNA from stool or cecal samples were amplified with TaKaRa 
Ex Taq PCR mixture",3,cecal contents,2,mice were bred in a vivarium,2,Ltbr+/- donors,1,germ-free,1,germ free wildtype mice were maintained in the gnotobiotic facility,2,normal chow diet. host were not Ltbr+/- or Ltbr-/- but the donors were wild type,1,wildtype mice were gavaged with fresh cecal contents,NS,no information given,proportion of segmented filamentous bacteria (overrepresented in Ltbr-/- mice) was reduced after cohousing (not reduced when ltbr-/- were housed on own) – rescued microbiota when cohoused (and when exposed to high fat diet),cell count,"whole body mass measured. perigonadal 
fat (periuterine or epididymal fat in the case of female and male mice, respec-
tively) was dissected and weighed. food consumed. Ltbr-/- mice housed on own did not undergo weight gain but with ltbr+/- did undergo weight gain (ltbr+/- maintains an inteact mucosal immune response)",whole body,"2b,c",cecal transplantation of homozygous and heterozygous mice to germ free wild type mice,NA,NA
Upadhyay2012,Chris,Mason,Prelim.,2012,"Upadhyay, et al.",Lymphotoxin Regulates Commensal Responses to Enable Diet-Induced Obesity,1,Y,mouse,mouse,No,mouse,mouse,Match,3,5 to 12,QIAamp DNA Stool Mini Kit,"16S rDNA from stool or cecal samples were amplified with TaKaRa 
Ex Taq PCR mixture",3,cecal contents,2,mice were bred in a vivarium,1,Ltbr-/- mice were the donors,1,germ-free,1,germ free wildtype mice were maintained in the gnotobiotic facility,2,normal chow diet. host were not Ltbr+/- or Ltbr-/- but the donors were wild type,1,wildtype mice were gavaged with fresh cecal contents,NS,no information given,proportion of segmented filamentous bacteria (overrepresented in Ltbr-/- mice) was reduced after cohousing (not reduced when ltbr-/- were housed on own) – rescued microbiota when cohoused (and when exposed to high fat diet),cell count,"whole body mass measured. perigonadal 
fat (periuterine or epididymal fat in the case of female and male mice, respec-
tively) was dissected and weighed. food consumed. Ltbr-/- mice housed on own did not undergo weight gain but with ltbr+/- did undergo weight gain (ltbr+/- maintains an inteact mucosal immune response)",whole body,"2b,c",cecal transplantation of homozygous and heterozygous mice to germ free wild type mice,NA,NA
Upadhyay2012,Chris,Mason,Prelim.,2012,"Upadhyay, et al.",Lymphotoxin Regulates Commensal Responses to Enable Diet-Induced Obesity,1,Y,mouse,mouse,No,mouse,mouse,Match,3,5 to 12,QIAamp DNA Stool Mini Kit,"16S rDNA from stool or cecal samples were amplified with TaKaRa 
Ex Taq PCR mixture",3,cecal contents,2,mice were bred in a vivarium,2,Ltbr+/- donors,1,germ-free,1,germ free wildtype mice were maintained in the gnotobiotic facility,1,high fat diet. host were not Ltbr+/- or Ltbr-/- but the donors were wild type,1,wildtype mice were gavaged with fresh cecal contents,NS,no information given,proportion of segmented filamentous bacteria (overrepresented in Ltbr-/- mice) was reduced after cohousing (not reduced when ltbr-/- were housed on own) – rescued microbiota when cohoused (and when exposed to high fat diet),cell count,"whole body mass measured. perigonadal 
fat (periuterine or epididymal fat in the case of female and male mice, respec-
tively) was dissected and weighed. food consumed. Ltbr-/- mice housed on own did not undergo weight gain but with ltbr+/- did undergo weight gain (ltbr+/- maintains an inteact mucosal immune response)",whole body,"2b,c",cecal transplantation of homozygous and heterozygous mice to germ free wild type mice,NA,NA
Upadhyay2012,Chris,Mason,Prelim.,2012,"Upadhyay, et al.",Lymphotoxin Regulates Commensal Responses to Enable Diet-Induced Obesity,1,Y,mouse,mouse,No,mouse,mouse,Match,3,5 to 12,QIAamp DNA Stool Mini Kit,"16S rDNA from stool or cecal samples were amplified with TaKaRa 
Ex Taq PCR mixture",3,cecal contents,2,mice were bred in a vivarium,1,Ltbr-/- mice were the donors,1,germ-free,1,germ free wildtype mice were maintained in the gnotobiotic facility,1,high fat diet. host were not Ltbr+/- or Ltbr-/- but the donors were wild type,1,wildtype mice were gavaged with fresh cecal contents,NS,no information given,proportion of segmented filamentous bacteria (overrepresented in Ltbr-/- mice) was reduced after cohousing (not reduced when ltbr-/- were housed on own) – rescued microbiota when cohoused (and when exposed to high fat diet),cell count,"whole body mass measured. perigonadal 
fat (periuterine or epididymal fat in the case of female and male mice, respec-
tively) was dissected and weighed. food consumed. Ltbr-/- mice housed on own did not undergo weight gain but with ltbr+/- did undergo weight gain (ltbr+/- maintains an inteact mucosal immune response)",whole body,"2b,c",cecal transplantation of homozygous and heterozygous mice to germ free wild type mice,NA,NA
Upadhyay2012,Chris,Mason - same study,Prelim.,2012,"Upadhyay, et al.",Lymphotoxin Regulates Commensal Responses to Enable Diet-Induced Obesity,2,Y,mouse,mouse,No,mouse,mouse,Match,2,5 to 12,QIAamp DNA Stool Mini Kit,"16S rDNA from stool or cecal samples were amplified with TaKaRa 
Ex Taq PCR mixture",3,cohousing – so faeces,2,cohousing,1,Ltbr+/- and Ltbr-/- mice were the donors,3,mice bred in the lab,2,lab reared mice in cohousing,1,Ltbr+/- and Ltbr-/- mice were the donors (cohousing – either same genotype together or genotypes mixed),2,Cohousing,2,cohousing,proportion of segmented filamentous bacteria (overrepresented in Ltbr-/- mice) was reduced after cohousing (not reduced when ltbr-/- were housed on own) – rescued microbiota when cohoused (and when exposed to high fat diet),cell count,"whole body mass measured. perigonadal 
fat (periuterine or epididymal fat in the case of female and male mice, respec-
tively) was dissected and weighed. food consumed. Ltbr-/- mice housed on own did not undergo weight gain but with ltbr+/- did undergo weight gain (ltbr+/- maintains an inteact mucosal immune response)",whole body,"3a,b,c",cohousing mice with Ltbr-/- (deficient in lymphotoxin) with obese siblings,NA,NA
Upadhyay2012,Chris,Mason - same study,Prelim.,2012,"Upadhyay, et al.",Lymphotoxin Regulates Commensal Responses to Enable Diet-Induced Obesity,2,Y,mouse,mouse,No,mouse,mouse,Match,2,5 to 12,QIAamp DNA Stool Mini Kit,"16S rDNA from stool or cecal samples were amplified with TaKaRa 
Ex Taq PCR mixture",3,cohousing – so faeces,2,cohousing,1,Ltbr+/- and Ltbr-/- mice were the donors,3,mice bred in the lab,2,lab reared mice in cohousing,1,Ltbr+/- and Ltbr-/- mice were the donors (cohousing – either same genotype together or genotypes mixed),2,Cohousing,2,cohousing,proportion of segmented filamentous bacteria (overrepresented in Ltbr-/- mice) was reduced after cohousing (not reduced when ltbr-/- were housed on own) – rescued microbiota when cohoused (and when exposed to high fat diet),cell count,"whole body mass measured. perigonadal 
fat (periuterine or epididymal fat in the case of female and male mice, respec-
tively) was dissected and weighed. food consumed. Ltbr-/- mice housed on own did not undergo weight gain but with ltbr+/- did undergo weight gain (ltbr+/- maintains an inteact mucosal immune response)",whole body,"3a,b,c",cohousing mice with Ltbr-/- (deficient in lymphotoxin) with obese siblings,NA,NA
Toh2013,Tim,Chris,Web of Science,2013,"Toh, MC; Goodyear, M; Daigneault, M; Allen-Vercoe, E; Van Raay, TJ",Colonizing the Embryonic Zebrafish Gut with Anaerobic Bacteria Derived from the Human Gastrointestinal Tract,1,NA,human,NA,NA,zebrafish,NA,Mismatch,1,3 trials of 30,None (proteomic fingerprinting using high-throughput MALDI-TOF mass spectrometry),None (proteomic fingerprinting using high-throughput MALDI-TOF mass spectrometry),2,commensal strains isolated from a single healthy human fecal donor,5,"human, ""bacteria are commensal strains isolated from a single healthy human fecal donor""",2,"human, ""bacteria are commensal strains isolated from a single healthy human fecal donor""",1,germ-free embryos,2,Not stated,2,Adult spawning zebrafish,1,"For microinjection, larvae were anaesthetized using 200 mg/L Tricaine/MS222, and single larvae were isolated in drops of sterile EW created by  the surface tension on a silgard-coated plate.",1,maintained under gnotobiotic conditions for up to 12 dpf,strain presence/absence,Presence/Absece,Not Specified,NA,None,We explored two methods for colonizing the developing gut of 5-day-old germ-free zebrafish larvae with a defined anaerobic microbial community derived from a single human fecal sample. Both environmental exposure (static immersion) and direct microinjection into the gut resulted in the establishment of two species—Lactobacillus paracasei and Eubacterium limosum—from a community of 30 strains consisting of 22 anaerobic species.,"Donor Taxon – Cell Culture. Donor Environment and Physiology – NA. recipient environment – 1 (Although larvae were no longer germ-free
after this procedure, sterile technique was used throughout to
maintain gnotobiotic conditions.)",NA
Toh2013,Tim,Chris - same study,Web of Science,2013,"Toh, MC; Goodyear, M; Daigneault, M; Allen-Vercoe, E; Van Raay, TJ",Colonizing the Embryonic Zebrafish Gut with Anaerobic Bacteria Derived from the Human Gastrointestinal Tract,1,NA,human,NA,NA,zebrafish,NA,Mismatch,1,2 trials of 10,None (proteomic fingerprinting using high-throughput MALDI-TOF mass spectrometry),None (proteomic fingerprinting using high-throughput MALDI-TOF mass spectrometry),2,commensal strains isolated from a single healthy human fecal donor,5,"human, ""bacteria are commensal strains isolated from a single healthy human fecal donor""",2,"human, ""bacteria are commensal strains isolated from a single healthy human fecal donor""",1,germ-free embryos,2,Not stated,2,Adult spawning zebrafish,2,"For static immersion, the community was added to zebrafish larvae in multiwell plates at a final density of 106 CFU/mL.""",1,maintained under gnotobiotic conditions for up to 12 dpf,strain presence/absence,Presence/Absece,Not Specified,NA,None,We explored two methods for colonizing the developing gut of 5-day-old germ-free zebrafish larvae with a defined anaerobic microbial community derived from a single human fecal sample. Both environmental exposure (static immersion) and direct microinjection into the gut resulted in the establishment of two species—Lactobacillus paracasei and Eubacterium limosum—from a community of 30 strains consisting of 22 anaerobic species.,"Donor Taxon – Cell Culture. Donor Environment and Physiology – NA. recipient environment – 1 (Although larvae were no longer germ-free
after this procedure, sterile technique was used throughout to
maintain gnotobiotic conditions.)",NA
Ridaura2013,Tim,Mason,Web of Science,2013,"Ridaura, VK; Faith, JJ; Rey, FE; Cheng, JY; Duncan, AE; Kau, AL; Griffin, NW; Lombard, V; Henrissat, B; Bain, JR; Muehlbauer, MJ; Ilkayeva, O; Semenkovich, CF; Funai, K; Hayashi, DK; Lyle, BJ; Martini, MC; Ursell, LK; Clemente, JC; Van Treuren, W; Walters, WA; Knight, R; Newgard, CB; Heath, AC; Gordon, JI",Gut Microbiota from Twins Discordant for Obesity Modulate Metabolism in Mice,1,NA,human,NA,NA,mouse,NA,Mismatch,4,n = 3 to 4 mice per donor microbiota sample per experiment; n = 1 to 5 independent experiments per microbiota,None (RNA profiling),None (RNA profiling),4,intact uncultured or cultured human fecal microbiota,5,"human, ""adult female twin pairs""",2,"human, ""adult female twin pairs""",2,germ-free mice,2,Not stated,2,8- to 9-weekold adult male germ-free C57BL/6J mice,1,a single oral gavage,1 then 2,"each recipient mouse was individually caged within the isolator ""mice were cohoused 5 days after olonization""","Microbiota or microbiome structure, gene expression, and metabolism were assayed by 16S ribosomal RNA profi ling, whole-community shotgun sequencing, RNAsequencing, and mass spectrometry.","Alpha Diversity, Cell Counts","% change in body composition, % change in fat mass, metabolism of amino acids and bile stuff?","Whole body, metabolism",Figure 1,"""We transplanted
fecal microbiota from adult female twin pairs discordant for obesity into germ-free mice fed low-fat mouse chow, as well as diets representing different levels of saturated fat and fruit and vegetable consumption typical of the U.S. diet.""",Donor Microbiome: 4 -> 3; Recipient Microbiome: 2 -> 1; Recipient Env: 2 -> 1; Reality of Housing: 2,NA
Kohl2014,Chris,Will,Prelim.,2014,"Kohl, et al.",Gut microbes of mammalian herbivores facilitate intake of plant toxins,1,N,woodrat,woodrat,No,woodrat,woodrat,Match,2,N=7 (donor from experienced),QIAamp DNA Stool Mini Kit,Illumina MiSeq v4 16S rRNA,3,faeces,4,"We transplanted the faeces from experienced woodrats in to
woodrats that were na€ıve to creosote. Na€ıve woodrats were
collected from the Great Basin desert site and allowed to
acclimate to captivity for 10 days. Donors (experienced and
na€ıve) were kept in metabolic cages and fed powdered rabbit
chow containing 2% creosote resin to prime their microbiota.",2,"Experienced to creosote, non diseased woodrat",4,woodrats were trapped in the field (no antibiotics given),4,captive woodrats brought into lab – kept in metabolic cages,2,non diseased woodrat,2,faeces were ground up and mixed into food (woodrats naturally cache their faeces and are coprophagic),1,housed singly in metabolic cges,faeces collected from recipient woodrats before and after the experiment. recipient woodrats microbial community was similar to donor woodrats at the end of the experiment (control and recipient communities were the same at the beginning),beta diversity,body mass measured. recipient woodrats maintained body mass compared to control woodrats. (also recipients persisted in the trail longer than control) urine ph measured (measure of hepatic detoxification). recipients had less acidic urine (more detoxification). food intake and dry matter digestibility – no differences,Whole body,"4,5",woodrats who eat plants with creosote were donor rats. their faeces were provided to woodrats who didnt each plants with creosote (different geographic areas). these rats were either fed creosote or not.,NA,NA
Kohl2014,Chris,Will,Prelim.,2014,"Kohl, et al.",Gut microbes of mammalian herbivores facilitate intake of plant toxins,1,N,woodrat,woodrat,No,woodrat,woodrat,Match,2,N=9 (control- donor from naive),QIAamp DNA Stool Mini Kit,Illumina MiSeq v4 16S rRNA,3,faeces,4,"We transplanted the faeces from experienced woodrats in to
woodrats that were na€ıve to creosote. Na€ıve woodrats were
collected from the Great Basin desert site and allowed to
acclimate to captivity for 10 days. Donors (experienced and
na€ıve) were kept in metabolic cages and fed powdered rabbit
chow containing 2% creosote resin to prime their microbiota.",2,"naive to creasote, non diseased woodrat",4,woodrats were trapped in the field (no antibiotics given),4,captive woodrats brought into lab – kept in metabolic cages,2,non diseased woodrat,2,faeces were ground up and mixed into food (woodrats naturally cache their faeces and are coprophagic),1,housed singly in metabolic cges,faeces collected from recipient woodrats before and after the experiment. recipient woodrats microbial community was similar to donor woodrats at the end of the experiment (control and recipient communities were the same at the beginning),beta diversity,body mass measured. recipient woodrats maintained body mass compared to control woodrats. (also recipients persisted in the trail longer than control) urine ph measured (measure of hepatic detoxification). recipients had less acidic urine (more detoxification). food intake and dry matter digestibility – no differences,Whole body,"4,5",woodrats who eat plants with creosote were donor rats. their faeces were provided to woodrats who didnt each plants with creosote (different geographic areas). these rats were either fed creosote or not.,NA,NA
Seedorf2014,Karl,Everyone,Web of Science,2014,"Seedorf, H; Griffin, NW; Ridaura, VK; Reyes, A; Cheng, JY; Rey, FE; Smith, MI; Simon, GM; Scheffrahn, RH; Woebken, D; Spormann, AM; Van Treuren, W; Ursell, LK; Pirrung, M; Robbins-Pianka, A; Cantarel, BL; Lombard, V; Henrissat, B; Knight, R; Gordon, JI",Bacteria from Diverse Habitats Colonize and Compete in the Mouse Gut,1,Y,mouse,NA,No,mouse,NA,Match,1,5,The crude DNA suspension was subsequently purified with the DNeasy Blood & Tissue Kit (QIAGEN). DNA isolated from soil and microbial mat samples was purified further to remove PCR inhibitors using the QIAquick Gel Extraction Kit (QIAGEN).,"Multiplex Pyrosequencing of Amplicons Generated from the V2 Region of Bacterial 16S rRNA Genes and Analyses of the Resulting Data Sets ∼330 bp amplicons, spanning variable region 2 (V2) of the gene were generated as described",3,"Mouse microbiota were obtained from two conventionally-raised, specified pathogen-free male C57Bl/6J animals that had been
maintained on the LF-HPP chow.",2,"Mouse microbiota were obtained from two conventionally-raised, specified pathogen-free male C57Bl/6J animals that had been
maintained on the LF-HPP chow.",2,"Mouse microbiota were obtained from two conventionally-raised, specified pathogen-free male C57Bl/6J animals that had been
maintained on the LF-HPP chow.",1,we colonized germ-free mice,1-2?,"Male C57Bl/6J wild-type and Rag1−/− mice (Jackson Laboratory) and FVB/N Atbp4-tox176 transgenic mice (Syder et al., 1999) and their nontransgenic littermates were derived as GF and maintained in flexible plastic film isolators under a strict 12 hr light cycle (lights on at 0600). Unless indicated otherwise, animals were fed an autoclaved diet, low in fat and rich in plant polysaccharides (LF-HPP; B&K Universal) ad libitum.",2?,"Male C57Bl/6J wild-type and Rag1−/− mice (Jackson Laboratory) and FVB/N Atbp4-tox176 transgenic mice (Syder et al., 1999) and their nontransgenic littermates were derived as GF",1,"Once imported into the isolator, a 200 μl aliquot of the suspension was removed from the tube and gavaged into GF recipient mice.",1,maintained in flexible plastic film isolators,fig 2 + fig 3a,Beta Diversity + density,fig 3b-c,Metabolism,"Fig 2, Fig 3",Bacteria from these foreign environments colonized and persisted in the mouse gut; their capacity to metabolize dietary and host carbohydrates and bile acids correlated with colonization success.,NA,NA
Seedorf2014,Karl,Everyone,Web of Science,2014,"Seedorf, H; Griffin, NW; Ridaura, VK; Reyes, A; Cheng, JY; Rey, FE; Smith, MI; Simon, GM; Scheffrahn, RH; Woebken, D; Spormann, AM; Van Treuren, W; Ursell, LK; Pirrung, M; Robbins-Pianka, A; Cantarel, BL; Lombard, V; Henrissat, B; Knight, R; Gordon, JI",Bacteria from Diverse Habitats Colonize and Compete in the Mouse Gut,2,Y,human,NA,No,mouse,NA,Mismatch,1,5,The crude DNA suspension was subsequently purified with the DNeasy Blood & Tissue Kit (QIAGEN). DNA isolated from soil and microbial mat samples was purified further to remove PCR inhibitors using the QIAquick Gel Extraction Kit (QIAGEN).,"Multiplex Pyrosequencing of Amplicons Generated from the V2 Region of Bacterial 16S rRNA Genes and Analyses of the Resulting Data Sets ∼330 bp amplicons, spanning variable region 2 (V2) of the gene were generated as described",3,2 g of a freshly discarded fecal sample from an anonymous healthy male adult donor,5,healthy male ind,2,healthy male ind,1,we colonized germ-free mice,1-2?,"Male C57Bl/6J wild-type and Rag1−/− mice (Jackson Laboratory) and FVB/N Atbp4-tox176 transgenic mice (Syder et al., 1999) and their nontransgenic littermates were derived as GF and maintained in flexible plastic film isolators under a strict 12 hr light cycle (lights on at 0600). Unless indicated otherwise, animals were fed an autoclaved diet, low in fat and rich in plant polysaccharides (LF-HPP; B&K Universal) ad libitum.",2?,"Male C57Bl/6J wild-type and Rag1−/− mice (Jackson Laboratory) and FVB/N Atbp4-tox176 transgenic mice (Syder et al., 1999) and their nontransgenic littermates were derived as GF",1,"Once imported into the isolator, a 200 μl aliquot of the suspension was removed from the tube and gavaged into GF recipient mice.",1,maintained in flexible plastic film isolators,fig 2 + fig 3a,Beta Diversity + density,fig 3b-c,Metabolism,"Fig 2, Fig 3",Bacteria from these foreign environments colonized and persisted in the mouse gut; their capacity to metabolize dietary and host carbohydrates and bile acids correlated with colonization success.,NA,NA
Seedorf2014,Karl,Everyone,Web of Science,2014,"Seedorf, H; Griffin, NW; Ridaura, VK; Reyes, A; Cheng, JY; Rey, FE; Smith, MI; Simon, GM; Scheffrahn, RH; Woebken, D; Spormann, AM; Van Treuren, W; Ursell, LK; Pirrung, M; Robbins-Pianka, A; Cantarel, BL; Lombard, V; Henrissat, B; Knight, R; Gordon, JI",Bacteria from Diverse Habitats Colonize and Compete in the Mouse Gut,3,Y,human,NA,No,mouse,NA,Mismatch,1,5,The crude DNA suspension was subsequently purified with the DNeasy Blood & Tissue Kit (QIAGEN). DNA isolated from soil and microbial mat samples was purified further to remove PCR inhibitors using the QIAquick Gel Extraction Kit (QIAGEN).,"Multiplex Pyrosequencing of Amplicons Generated from the V2 Region of Bacterial 16S rRNA Genes and Analyses of the Resulting Data Sets ∼330 bp amplicons, spanning variable region 2 (V2) of the gene were generated as described",3,was used to scrape the surface of the tongue of the same donor;,5,healthy male ind,2,healthy male ind,1,we colonized germ-free mice,1-2?,"Male C57Bl/6J wild-type and Rag1−/− mice (Jackson Laboratory) and FVB/N Atbp4-tox176 transgenic mice (Syder et al., 1999) and their nontransgenic littermates were derived as GF and maintained in flexible plastic film isolators under a strict 12 hr light cycle (lights on at 0600). Unless indicated otherwise, animals were fed an autoclaved diet, low in fat and rich in plant polysaccharides (LF-HPP; B&K Universal) ad libitum.",2?,"Male C57Bl/6J wild-type and Rag1−/− mice (Jackson Laboratory) and FVB/N Atbp4-tox176 transgenic mice (Syder et al., 1999) and their nontransgenic littermates were derived as GF",1,"Once imported into the isolator, a 200 μl aliquot of the suspension was removed from the tube and gavaged into GF recipient mice.",1,maintained in flexible plastic film isolators,fig 2 + fig 3a,Beta Diversity + density,fig 3b-c,Metabolism,"Fig 2, Fig 3",Bacteria from these foreign environments colonized and persisted in the mouse gut; their capacity to metabolize dietary and host carbohydrates and bile acids correlated with colonization success.,NA,NA
Seedorf2014,Karl,Everyone,Web of Science,2014,"Seedorf, H; Griffin, NW; Ridaura, VK; Reyes, A; Cheng, JY; Rey, FE; Smith, MI; Simon, GM; Scheffrahn, RH; Woebken, D; Spormann, AM; Van Treuren, W; Ursell, LK; Pirrung, M; Robbins-Pianka, A; Cantarel, BL; Lombard, V; Henrissat, B; Knight, R; Gordon, JI",Bacteria from Diverse Habitats Colonize and Compete in the Mouse Gut,4,Y,human,NA,No,mouse,NA,Mismatch,1,5,The crude DNA suspension was subsequently purified with the DNeasy Blood & Tissue Kit (QIAGEN). DNA isolated from soil and microbial mat samples was purified further to remove PCR inhibitors using the QIAquick Gel Extraction Kit (QIAGEN).,"Multiplex Pyrosequencing of Amplicons Generated from the V2 Region of Bacterial 16S rRNA Genes and Analyses of the Resulting Data Sets ∼330 bp amplicons, spanning variable region 2 (V2) of the gene were generated as described",3,"Both forearms of the donor were also sampled with sterile cotton swab,",5,healthy male ind,2,anonymous healthy male adult donor,1,we colonized germ-free mice,1-2?,"Male C57Bl/6J wild-type and Rag1−/− mice (Jackson Laboratory) and FVB/N Atbp4-tox176 transgenic mice (Syder et al., 1999) and their nontransgenic littermates were derived as GF and maintained in flexible plastic film isolators under a strict 12 hr light cycle (lights on at 0600). Unless indicated otherwise, animals were fed an autoclaved diet, low in fat and rich in plant polysaccharides (LF-HPP; B&K Universal) ad libitum.",2?,"Male C57Bl/6J wild-type and Rag1−/− mice (Jackson Laboratory) and FVB/N Atbp4-tox176 transgenic mice (Syder et al., 1999) and their nontransgenic littermates were derived as GF",1,"Once imported into the isolator, a 200 μl aliquot of the suspension was removed from the tube and gavaged into GF recipient mice.",1,maintained in flexible plastic film isolators,fig 2 + fig 3a,Beta Diversity + density,fig 3b-c,Metabolism,"Fig 2, Fig 3",Bacteria from these foreign environments colonized and persisted in the mouse gut; their capacity to metabolize dietary and host carbohydrates and bile acids correlated with colonization success.,NA,NA
Seedorf2014,Karl,Everyone,Web of Science,2014,"Seedorf, H; Griffin, NW; Ridaura, VK; Reyes, A; Cheng, JY; Rey, FE; Smith, MI; Simon, GM; Scheffrahn, RH; Woebken, D; Spormann, AM; Van Treuren, W; Ursell, LK; Pirrung, M; Robbins-Pianka, A; Cantarel, BL; Lombard, V; Henrissat, B; Knight, R; Gordon, JI",Bacteria from Diverse Habitats Colonize and Compete in the Mouse Gut,5,Y,Zebrafish,NA,No,mouse,NA,Mismatch,1,5,The crude DNA suspension was subsequently purified with the DNeasy Blood & Tissue Kit (QIAGEN). DNA isolated from soil and microbial mat samples was purified further to remove PCR inhibitors using the QIAquick Gel Extraction Kit (QIAGEN).,"Multiplex Pyrosequencing of Amplicons Generated from the V2 Region of Bacterial 16S rRNA Genes and Analyses of the Resulting Data Sets ∼330 bp amplicons, spanning variable region 2 (V2) of the gene were generated as described",3,"Their guts were removed by dissection under anaerobic conditions, after performing an abdominal wall
flap (Pham et al., 2008). Guts were pooled, homogenized with a sterile mortar and pestle,",2,"40 adult animals (kindly supplied by Steve Johnson, Department of
Genetics, Washington University, St. Louis), maintained on a previously described standard zebrafish diet",ns,ns,1,we colonized germ-free mice,1-2?,"Male C57Bl/6J wild-type and Rag1−/− mice (Jackson Laboratory) and FVB/N Atbp4-tox176 transgenic mice (Syder et al., 1999) and their nontransgenic littermates were derived as GF and maintained in flexible plastic film isolators under a strict 12 hr light cycle (lights on at 0600). Unless indicated otherwise, animals were fed an autoclaved diet, low in fat and rich in plant polysaccharides (LF-HPP; B&K Universal) ad libitum.",2?,"Male C57Bl/6J wild-type and Rag1−/− mice (Jackson Laboratory) and FVB/N Atbp4-tox176 transgenic mice (Syder et al., 1999) and their nontransgenic littermates were derived as GF",1,"Once imported into the isolator, a 200 μl aliquot of the suspension was removed from the tube and gavaged into GF recipient mice.",1,maintained in flexible plastic film isolators,fig 2 + fig 3a,Beta Diversity + density,fig 3b-c,Metabolism,"Fig 2, Fig 3",Bacteria from these foreign environments colonized and persisted in the mouse gut; their capacity to metabolize dietary and host carbohydrates and bile acids correlated with colonization success.,NA,NA
